,category,qty out,release date,year,month,week,yaerweek
4469,surgical mask,600.0,2020-04-23,2020,4,17,2020_17
4492,face shield,96.0,2020-04-23,2020,4,17,2020_17
4535,face shield,40.0,2020-04-24,2020,4,17,2020_17
4536,gown,48.0,2020-04-24,2020,4,17,2020_17
4543,surgical mask,1500.0,2020-04-24,2020,4,17,2020_17
4544,n95,120.0,2020-04-24,2020,4,17,2020_17
4580,surgical mask,5000.0,2020-04-24,2020,4,17,2020_17
4581,n95,120.0,2020-04-24,2020,4,17,2020_17
4594,gloves,200.0,2020-04-24,2020,4,17,2020_17
4595,gloves,700.0,2020-04-24,2020,4,17,2020_17
4596,gloves,700.0,2020-04-24,2020,4,17,2020_17
4597,gloves,100.0,2020-04-24,2020,4,17,2020_17
4598,gloves,300.0,2020-04-24,2020,4,17,2020_17
4599,gloves,300.0,2020-04-24,2020,4,17,2020_17
4602,gloves,200.0,2020-04-24,2020,4,17,2020_17
4603,face shield,504.0,2020-04-24,2020,4,17,2020_17
4617,surgical mask,350.0,2020-04-24,2020,4,17,2020_17
4618,n95,120.0,2020-04-24,2020,4,17,2020_17
4631,gloves,1000.0,2020-04-24,2020,4,17,2020_17
4632,gloves,1000.0,2020-04-24,2020,4,17,2020_17
4633,gloves,1000.0,2020-04-24,2020,4,17,2020_17
4635,gloves,1000.0,2020-04-24,2020,4,17,2020_17
4636,gloves,1000.0,2020-04-24,2020,4,17,2020_17
4639,gloves,1000.0,2020-04-24,2020,4,17,2020_17
4640,face shield,72.0,2020-04-24,2020,4,17,2020_17
4654,surgical mask,300.0,2020-04-13,2020,4,16,2020_16
4659,n95,120.0,2020-04-13,2020,4,16,2020_16
4665,gown,90.0,2020-04-13,2020,4,16,2020_16
4666,gown,90.0,2020-04-13,2020,4,16,2020_16
4668,gloves,200.0,2020-04-13,2020,4,16,2020_16
4672,gloves,200.0,2020-04-13,2020,4,16,2020_16
4673,gloves,200.0,2020-04-13,2020,4,16,2020_16
4677,face shield,96.0,2020-04-13,2020,4,16,2020_16
4691,surgical mask,500.0,2020-04-13,2020,4,16,2020_16
4696,n95,200.0,2020-04-13,2020,4,16,2020_16
4702,gown,210.0,2020-04-13,2020,4,16,2020_16
4703,gown,210.0,2020-04-13,2020,4,16,2020_16
4714,face shield,24.0,2020-04-13,2020,4,16,2020_16
4728,surgical mask,400.0,2020-04-14,2020,4,16,2020_16
4733,n95,100.0,2020-04-14,2020,4,16,2020_16
4739,gown,120.0,2020-04-14,2020,4,16,2020_16
4740,gown,240.0,2020-04-14,2020,4,16,2020_16
4741,gown,54.0,2020-04-14,2020,4,16,2020_16
4751,face shield,72.0,2020-04-14,2020,4,16,2020_16
4770,n95,40.0,2020-04-14,2020,4,16,2020_16
4802,surgical mask,500.0,2020-04-14,2020,4,16,2020_16
4807,n95,200.0,2020-04-14,2020,4,16,2020_16
4813,gown,90.0,2020-04-14,2020,4,16,2020_16
4814,gown,90.0,2020-04-14,2020,4,16,2020_16
4815,gown,72.0,2020-04-14,2020,4,16,2020_16
4816,gloves,100.0,2020-04-14,2020,4,16,2020_16
4817,gloves,200.0,2020-04-14,2020,4,16,2020_16
4818,gloves,100.0,2020-04-14,2020,4,16,2020_16
4819,gloves,100.0,2020-04-14,2020,4,16,2020_16
4820,gloves,200.0,2020-04-14,2020,4,16,2020_16
4821,gloves,100.0,2020-04-14,2020,4,16,2020_16
4823,gloves,100.0,2020-04-14,2020,4,16,2020_16
4824,gloves,100.0,2020-04-14,2020,4,16,2020_16
4825,face shield,96.0,2020-04-14,2020,4,16,2020_16
4839,surgical mask,500.0,2020-04-14,2020,4,16,2020_16
4844,n95,260.0,2020-04-14,2020,4,16,2020_16
4850,gown,90.0,2020-04-14,2020,4,16,2020_16
4851,gown,90.0,2020-04-14,2020,4,16,2020_16
4852,gown,72.0,2020-04-14,2020,4,16,2020_16
4853,gloves,100.0,2020-04-14,2020,4,16,2020_16
4854,gloves,200.0,2020-04-14,2020,4,16,2020_16
4855,gloves,100.0,2020-04-14,2020,4,16,2020_16
4856,gloves,100.0,2020-04-14,2020,4,16,2020_16
4857,gloves,200.0,2020-04-14,2020,4,16,2020_16
4858,gloves,100.0,2020-04-14,2020,4,16,2020_16
4860,gloves,100.0,2020-04-14,2020,4,16,2020_16
4861,gloves,100.0,2020-04-14,2020,4,16,2020_16
4862,face shield,240.0,2020-04-14,2020,4,16,2020_16
4876,surgical mask,1000.0,2020-04-14,2020,4,16,2020_16
4881,n95,200.0,2020-04-14,2020,4,16,2020_16
4887,gown,30.0,2020-04-14,2020,4,16,2020_16
4888,gown,30.0,2020-04-14,2020,4,16,2020_16
4889,gown,36.0,2020-04-14,2020,4,16,2020_16
4899,face shield,192.0,2020-04-14,2020,4,16,2020_16
4913,surgical mask,50.0,2020-04-14,2020,4,16,2020_16
4918,n95,20.0,2020-04-14,2020,4,16,2020_16
4924,gown,30.0,2020-04-14,2020,4,16,2020_16
4936,face shield,24.0,2020-04-14,2020,4,16,2020_16
4950,surgical mask,350.0,2020-04-16,2020,4,16,2020_16
4961,gown,150.0,2020-04-16,2020,4,16,2020_16
4962,gown,150.0,2020-04-16,2020,4,16,2020_16
4963,gown,54.0,2020-04-16,2020,4,16,2020_16
4964,gloves,300.0,2020-04-16,2020,4,16,2020_16
4965,gloves,300.0,2020-04-16,2020,4,16,2020_16
4966,gloves,300.0,2020-04-16,2020,4,16,2020_16
4968,gloves,300.0,2020-04-16,2020,4,16,2020_16
4987,surgical mask,1000.0,2020-04-16,2020,4,16,2020_16
4992,n95,80.0,2020-04-16,2020,4,16,2020_16
4998,gown,30.0,2020-04-16,2020,4,16,2020_16
4999,gown,30.0,2020-04-16,2020,4,16,2020_16
5001,gloves,300.0,2020-04-16,2020,4,16,2020_16
5002,gloves,600.0,2020-04-16,2020,4,16,2020_16
5003,gloves,300.0,2020-04-16,2020,4,16,2020_16
5004,gloves,300.0,2020-04-16,2020,4,16,2020_16
5005,gloves,600.0,2020-04-16,2020,4,16,2020_16
5006,gloves,300.0,2020-04-16,2020,4,16,2020_16
5008,gloves,300.0,2020-04-16,2020,4,16,2020_16
5024,surgical mask,300.0,2020-04-16,2020,4,16,2020_16
5025,n95,300.0,2020-04-16,2020,4,16,2020_16
5035,gown,30.0,2020-04-16,2020,4,16,2020_16
5037,gown,180.0,2020-04-16,2020,4,16,2020_16
5038,gloves,300.0,2020-04-16,2020,4,16,2020_16
5039,gloves,300.0,2020-04-16,2020,4,16,2020_16
5040,gloves,300.0,2020-04-16,2020,4,16,2020_16
5041,gloves,300.0,2020-04-16,2020,4,16,2020_16
5042,gloves,300.0,2020-04-16,2020,4,16,2020_16
5043,gloves,300.0,2020-04-16,2020,4,16,2020_16
5045,gloves,300.0,2020-04-16,2020,4,16,2020_16
5046,gloves,600.0,2020-04-16,2020,4,16,2020_16
5061,surgical mask,700.0,2020-04-16,2020,4,16,2020_16
5072,gown,150.0,2020-04-16,2020,4,16,2020_16
5073,gown,150.0,2020-04-16,2020,4,16,2020_16
5074,gown,54.0,2020-04-16,2020,4,16,2020_16
5075,gloves,500.0,2020-04-16,2020,4,16,2020_16
5076,gloves,500.0,2020-04-16,2020,4,16,2020_16
5077,gloves,500.0,2020-04-16,2020,4,16,2020_16
5078,gloves,500.0,2020-04-16,2020,4,16,2020_16
5079,gloves,500.0,2020-04-16,2020,4,16,2020_16
5080,gloves,500.0,2020-04-16,2020,4,16,2020_16
5082,gloves,500.0,2020-04-16,2020,4,16,2020_16
5083,gloves,500.0,2020-04-16,2020,4,16,2020_16
5084,face shield,24.0,2020-04-16,2020,4,16,2020_16
5098,surgical mask,2400.0,2020-04-16,2020,4,16,2020_16
5109,gown,390.0,2020-04-16,2020,4,16,2020_16
5110,gown,390.0,2020-04-16,2020,4,16,2020_16
5112,gloves,200.0,2020-04-16,2020,4,16,2020_16
5113,gloves,200.0,2020-04-16,2020,4,16,2020_16
5114,gloves,200.0,2020-04-16,2020,4,16,2020_16
5115,gloves,200.0,2020-04-16,2020,4,16,2020_16
5116,gloves,200.0,2020-04-16,2020,4,16,2020_16
5117,gloves,200.0,2020-04-16,2020,4,16,2020_16
5119,gloves,200.0,2020-04-16,2020,4,16,2020_16
5120,gloves,200.0,2020-04-16,2020,4,16,2020_16
5121,face shield,192.0,2020-04-16,2020,4,16,2020_16
5135,surgical mask,350.0,2020-04-16,2020,4,16,2020_16
5136,n95,150.0,2020-04-16,2020,4,16,2020_16
5146,gown,240.0,2020-04-16,2020,4,16,2020_16
5147,gown,240.0,2020-04-16,2020,4,16,2020_16
5148,gown,108.0,2020-04-16,2020,4,16,2020_16
5149,gloves,200.0,2020-04-16,2020,4,16,2020_16
5150,gloves,200.0,2020-04-16,2020,4,16,2020_16
5151,gloves,200.0,2020-04-16,2020,4,16,2020_16
5152,gloves,200.0,2020-04-16,2020,4,16,2020_16
5153,gloves,200.0,2020-04-16,2020,4,16,2020_16
5154,gloves,200.0,2020-04-16,2020,4,16,2020_16
5156,gloves,200.0,2020-04-16,2020,4,16,2020_16
5157,gloves,400.0,2020-04-16,2020,4,16,2020_16
5158,face shield,24.0,2020-04-16,2020,4,16,2020_16
5172,surgical mask,550.0,2020-04-17,2020,4,16,2020_16
5183,gown,270.0,2020-04-17,2020,4,16,2020_16
5184,gown,270.0,2020-04-17,2020,4,16,2020_16
5186,gloves,200.0,2020-04-17,2020,4,16,2020_16
5187,gloves,200.0,2020-04-17,2020,4,16,2020_16
5188,gloves,200.0,2020-04-17,2020,4,16,2020_16
5189,gloves,200.0,2020-04-17,2020,4,16,2020_16
5190,gloves,200.0,2020-04-17,2020,4,16,2020_16
5191,gloves,200.0,2020-04-17,2020,4,16,2020_16
5194,gloves,200.0,2020-04-17,2020,4,16,2020_16
5195,face shield,288.0,2020-04-17,2020,4,16,2020_16
5209,surgical mask,50.0,2020-04-17,2020,4,16,2020_16
5210,n95,30.0,2020-04-17,2020,4,16,2020_16
5221,gown,30.0,2020-04-17,2020,4,16,2020_16
5227,gloves,100.0,2020-04-17,2020,4,16,2020_16
5232,face shield,24.0,2020-04-17,2020,4,16,2020_16
5246,surgical mask,700.0,2020-04-17,2020,4,16,2020_16
5247,n95,690.0,2020-04-17,2020,4,16,2020_16
5257,gown,240.0,2020-04-17,2020,4,16,2020_16
5258,gown,240.0,2020-04-17,2020,4,16,2020_16
5260,gloves,100.0,2020-04-17,2020,4,16,2020_16
5261,gloves,100.0,2020-04-17,2020,4,16,2020_16
5262,gloves,100.0,2020-04-17,2020,4,16,2020_16
5263,gloves,100.0,2020-04-17,2020,4,16,2020_16
5264,gloves,100.0,2020-04-17,2020,4,16,2020_16
5265,gloves,100.0,2020-04-17,2020,4,16,2020_16
5267,gloves,100.0,2020-04-17,2020,4,16,2020_16
5268,gloves,100.0,2020-04-17,2020,4,16,2020_16
5269,face shield,480.0,2020-04-17,2020,4,16,2020_16
5283,surgical mask,50.0,2020-04-17,2020,4,16,2020_16
5284,n95,30.0,2020-04-17,2020,4,16,2020_16
5296,gown,18.0,2020-04-17,2020,4,16,2020_16
5306,face shield,24.0,2020-04-17,2020,4,16,2020_16
5320,surgical mask,100.0,2020-04-17,2020,4,16,2020_16
5321,n95,480.0,2020-04-18,2020,4,16,2020_16
5331,gown,240.0,2020-04-17,2020,4,16,2020_16
5332,gown,240.0,2020-04-17,2020,4,16,2020_16
5334,gloves,100.0,2020-04-17,2020,4,16,2020_16
5335,gloves,100.0,2020-04-17,2020,4,16,2020_16
5336,gloves,100.0,2020-04-17,2020,4,16,2020_16
5337,gloves,100.0,2020-04-17,2020,4,16,2020_16
5338,gloves,100.0,2020-04-17,2020,4,16,2020_16
5339,gloves,100.0,2020-04-17,2020,4,16,2020_16
5341,gloves,100.0,2020-04-17,2020,4,16,2020_16
5342,gloves,100.0,2020-04-17,2020,4,16,2020_16
5357,surgical mask,550.0,2020-04-17,2020,4,16,2020_16
5368,gown,240.0,2020-04-17,2020,4,16,2020_16
5369,gown,240.0,2020-04-17,2020,4,16,2020_16
5371,gloves,200.0,2020-04-17,2020,4,16,2020_16
5372,gloves,200.0,2020-04-17,2020,4,16,2020_16
5373,gloves,200.0,2020-04-17,2020,4,16,2020_16
5374,gloves,200.0,2020-04-17,2020,4,16,2020_16
5375,gloves,400.0,2020-04-17,2020,4,16,2020_16
5379,gloves,200.0,2020-04-17,2020,4,16,2020_16
5380,face shield,288.0,2020-04-17,2020,4,16,2020_16
5717,stat paq,5.0,2020-03-23,2020,3,13,2020_13
5718,n95,8.0,2020-03-23,2020,3,13,2020_13
5791,surgical mask,100.0,2020-03-23,2020,3,13,2020_13
5799,surgical mask,3500.0,2020-03-25,2020,3,13,2020_13
5805,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5806,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5807,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5808,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5809,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5810,gown,390.0,2020-03-25,2020,3,13,2020_13
5811,gown,360.0,2020-03-25,2020,3,13,2020_13
5812,gown,342.0,2020-03-25,2020,3,13,2020_13
5814,gloves,700.0,2020-03-25,2020,3,13,2020_13
5817,gloves,400.0,2020-03-25,2020,3,13,2020_13
5819,gloves,600.0,2020-03-25,2020,3,13,2020_13
5820,gloves,300.0,2020-03-25,2020,3,13,2020_13
5823,n95,35.0,2020-03-25,2020,3,13,2020_13
5824,n95,35.0,2020-03-25,2020,3,13,2020_13
5828,n95,2850.0,2020-03-25,2020,3,13,2020_13
5836,surgical mask,350.0,2020-03-25,2020,3,13,2020_13
5844,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5847,gown,30.0,2020-03-25,2020,3,13,2020_13
5848,gown,30.0,2020-03-25,2020,3,13,2020_13
5849,gown,36.0,2020-03-25,2020,3,13,2020_13
5850,gloves,100.0,2020-03-25,2020,3,13,2020_13
5851,gloves,100.0,2020-03-25,2020,3,13,2020_13
5852,gloves,100.0,2020-03-25,2020,3,13,2020_13
5853,gloves,100.0,2020-03-25,2020,3,13,2020_13
5854,gloves,100.0,2020-03-25,2020,3,13,2020_13
5855,gloves,100.0,2020-03-25,2020,3,13,2020_13
5856,gloves,100.0,2020-03-25,2020,3,13,2020_13
5857,gloves,100.0,2020-03-25,2020,3,13,2020_13
5858,gloves,100.0,2020-03-25,2020,3,13,2020_13
5859,face shield,144.0,2020-03-25,2020,3,13,2020_13
5865,n95,300.0,2020-03-25,2020,3,13,2020_13
5873,surgical mask,13600.0,2020-03-25,2020,3,13,2020_13
5879,alt. gowns,3.0,2020-03-25,2020,3,13,2020_13
5880,alt. gowns,8.0,2020-03-25,2020,3,13,2020_13
5881,alt. gowns,8.0,2020-03-25,2020,3,13,2020_13
5882,alt. gowns,4.0,2020-03-25,2020,3,13,2020_13
5883,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5884,gown,1350.0,2020-03-25,2020,3,13,2020_13
5885,gown,1440.0,2020-03-25,2020,3,13,2020_13
5886,gown,1440.0,2020-03-25,2020,3,13,2020_13
5887,gloves,2500.0,2020-03-25,2020,3,13,2020_13
5888,gloves,2900.0,2020-03-25,2020,3,13,2020_13
5889,gloves,3800.0,2020-03-25,2020,3,13,2020_13
5891,gloves,1400.0,2020-03-25,2020,3,13,2020_13
5894,gloves,1200.0,2020-03-25,2020,3,13,2020_13
5895,gloves,3600.0,2020-03-25,2020,3,13,2020_13
5896,face shield,5208.0,2020-03-25,2020,3,13,2020_13
5897,n95,35.0,2020-03-25,2020,3,13,2020_13
5898,n95,35.0,2020-03-25,2020,3,13,2020_13
5902,n95,11130.0,2020-03-25,2020,3,13,2020_13
5910,surgical mask,5250.0,2020-03-25,2020,3,13,2020_13
5916,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5917,alt. gowns,3.0,2020-03-25,2020,3,13,2020_13
5919,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5920,alt. gowns,3.0,2020-03-25,2020,3,13,2020_13
5921,gown,540.0,2020-03-25,2020,3,13,2020_13
5922,gown,570.0,2020-03-25,2020,3,13,2020_13
5923,gown,522.0,2020-03-25,2020,3,13,2020_13
5924,gloves,900.0,2020-03-25,2020,3,13,2020_13
5934,n95,35.0,2020-03-25,2020,3,13,2020_13
5935,n95,35.0,2020-03-25,2020,3,13,2020_13
5939,n95,4290.0,2020-03-25,2020,3,13,2020_13
5947,surgical mask,6300.0,2020-03-25,2020,3,13,2020_13
5953,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5954,alt. gowns,4.0,2020-03-25,2020,3,13,2020_13
5955,alt. gowns,4.0,2020-03-25,2020,3,13,2020_13
5956,alt. gowns,2.0,2020-03-25,2020,3,13,2020_13
5958,gown,630.0,2020-03-25,2020,3,13,2020_13
5959,gown,660.0,2020-03-25,2020,3,13,2020_13
5960,gown,630.0,2020-03-25,2020,3,13,2020_13
5961,gloves,1000.0,2020-03-25,2020,3,13,2020_13
5962,gloves,1300.0,2020-03-25,2020,3,13,2020_13
5963,gloves,1800.0,2020-03-25,2020,3,13,2020_13
5965,gloves,600.0,2020-03-25,2020,3,13,2020_13
5966,gloves,1100.0,2020-03-25,2020,3,13,2020_13
5968,gloves,600.0,2020-03-25,2020,3,13,2020_13
5969,gloves,600.0,2020-03-25,2020,3,13,2020_13
5970,face shield,2400.0,2020-03-25,2020,3,13,2020_13
5971,n95,35.0,2020-03-25,2020,3,13,2020_13
5972,n95,35.0,2020-03-25,2020,3,13,2020_13
5976,n95,5130.0,2020-03-25,2020,3,13,2020_13
5984,surgical mask,1750.0,2020-03-25,2020,3,13,2020_13
5991,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5992,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5993,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
5995,gown,180.0,2020-03-25,2020,3,13,2020_13
5996,gown,180.0,2020-03-25,2020,3,13,2020_13
5997,gown,180.0,2020-03-25,2020,3,13,2020_13
5998,gloves,300.0,2020-03-25,2020,3,13,2020_13
5999,gloves,300.0,2020-03-25,2020,3,13,2020_13
6000,gloves,500.0,2020-03-25,2020,3,13,2020_13
6002,gloves,200.0,2020-03-25,2020,3,13,2020_13
6003,gloves,300.0,2020-03-25,2020,3,13,2020_13
6005,gloves,200.0,2020-03-25,2020,3,13,2020_13
6006,gloves,200.0,2020-03-25,2020,3,13,2020_13
6007,face shield,672.0,2020-03-25,2020,3,13,2020_13
6013,n95,1440.0,2020-03-25,2020,3,13,2020_13
6021,surgical mask,700.0,2020-03-25,2020,3,13,2020_13
6029,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
6032,gown,60.0,2020-03-25,2020,3,13,2020_13
6033,gown,90.0,2020-03-25,2020,3,13,2020_13
6034,gown,72.0,2020-03-25,2020,3,13,2020_13
6035,gloves,10000.0,2020-03-25,2020,3,13,2020_13
6036,gloves,200.0,2020-03-25,2020,3,13,2020_13
6037,gloves,200.0,2020-03-25,2020,3,13,2020_13
6039,gloves,100.0,2020-03-25,2020,3,13,2020_13
6040,gloves,100.0,2020-03-25,2020,3,13,2020_13
6042,gloves,100.0,2020-03-25,2020,3,13,2020_13
6043,gloves,100.0,2020-03-25,2020,3,13,2020_13
6044,face shield,288.0,2020-03-25,2020,3,13,2020_13
6050,n95,570.0,2020-03-25,2020,3,13,2020_13
6058,surgical mask,1050.0,2020-03-25,2020,3,13,2020_13
6066,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
6067,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
6069,gown,120.0,2020-03-25,2020,3,13,2020_13
6070,gown,120.0,2020-03-25,2020,3,13,2020_13
6071,gown,108.0,2020-03-25,2020,3,13,2020_13
6072,gloves,200.0,2020-03-25,2020,3,13,2020_13
6073,gloves,200.0,2020-03-25,2020,3,13,2020_13
6074,gloves,300.0,2020-03-25,2020,3,13,2020_13
6076,gloves,100.0,2020-03-25,2020,3,13,2020_13
6077,gloves,200.0,2020-03-25,2020,3,13,2020_13
6079,gloves,100.0,2020-03-25,2020,3,13,2020_13
6080,gloves,100.0,2020-03-25,2020,3,13,2020_13
6087,n95,870.0,2020-03-25,2020,3,13,2020_13
6095,surgical mask,1750.0,2020-03-25,2020,3,13,2020_13
6103,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
6104,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
6105,alt. gowns,1.0,2020-03-25,2020,3,13,2020_13
6106,gown,180.0,2020-03-25,2020,3,13,2020_13
6107,gown,180.0,2020-03-25,2020,3,13,2020_13
6108,gown,180.0,2020-03-25,2020,3,13,2020_13
6109,gloves,300.0,2020-03-25,2020,3,13,2020_13
6110,gloves,300.0,2020-03-25,2020,3,13,2020_13
6113,gloves,200.0,2020-03-25,2020,3,13,2020_13
6116,gloves,200.0,2020-03-25,2020,3,13,2020_13
6117,gloves,200.0,2020-03-25,2020,3,13,2020_13
6118,face shield,672.0,2020-03-25,2020,3,13,2020_13
6124,n95,1440.0,2020-03-25,2020,3,13,2020_13
6132,surgical mask,350.0,2020-03-27,2020,3,13,2020_13
6144,gown,120.0,2020-03-27,2020,3,13,2020_13
6155,face shield,144.0,2020-03-27,2020,3,13,2020_13
6161,n95,300.0,2020-03-27,2020,3,13,2020_13
6198,n95,570.0,2020-03-27,2020,3,13,2020_13
6206,surgical mask,5250.0,2020-03-27,2020,3,13,2020_13
6217,gown,90.0,2020-03-27,2020,3,13,2020_13
6218,gown,90.0,2020-03-27,2020,3,13,2020_13
6219,gown,72.0,2020-03-27,2020,3,13,2020_13
6221,gloves,200.0,2020-03-27,2020,3,13,2020_13
6222,gloves,200.0,2020-03-27,2020,3,13,2020_13
6224,gloves,100.0,2020-03-27,2020,3,13,2020_13
6225,gloves,200.0,2020-03-27,2020,3,13,2020_13
6227,gloves,100.0,2020-03-27,2020,3,13,2020_13
6228,gloves,100.0,2020-03-27,2020,3,13,2020_13
6235,n95,570.0,2020-03-27,2020,3,13,2020_13
6243,surgical mask,19200.0,2020-03-27,2020,3,13,2020_13
6354,surgical mask,600.0,2020-03-27,2020,3,13,2020_13
6358,n95,600.0,2020-03-27,2020,3,13,2020_13
6372,gloves,200.0,2020-03-27,2020,3,13,2020_13
6373,gloves,200.0,2020-03-27,2020,3,13,2020_13
6395,n95,480.0,2020-03-27,2020,3,13,2020_13
6408,gloves,200.0,2020-03-27,2020,3,13,2020_13
6409,gloves,200.0,2020-03-27,2020,3,13,2020_13
6410,gloves,200.0,2020-03-27,2020,3,13,2020_13
6428,surgical mask,900.0,2020-04-06,2020,4,15,2020_15
6432,n95,20.0,2020-04-06,2020,4,15,2020_15
6433,n95,340.0,2020-04-06,2020,4,15,2020_15
6439,gown,30.0,2020-04-06,2020,4,15,2020_15
6440,gown,60.0,2020-04-06,2020,4,15,2020_15
6441,gown,36.0,2020-04-06,2020,4,15,2020_15
6442,gloves,100.0,2020-04-06,2020,4,15,2020_15
6443,gloves,100.0,2020-04-06,2020,4,15,2020_15
6444,gloves,100.0,2020-04-06,2020,4,15,2020_15
6445,gloves,100.0,2020-04-06,2020,4,15,2020_15
6446,gloves,100.0,2020-04-06,2020,4,15,2020_15
6450,gloves,100.0,2020-04-06,2020,4,15,2020_15
6451,face shield,168.0,2020-04-06,2020,4,15,2020_15
6465,surgical mask,900.0,2020-04-06,2020,4,15,2020_15
6469,n95,20.0,2020-04-06,2020,4,15,2020_15
6470,n95,340.0,2020-04-06,2020,4,15,2020_15
6476,gown,30.0,2020-04-06,2020,4,15,2020_15
6477,gown,60.0,2020-04-06,2020,4,15,2020_15
6478,gown,36.0,2020-04-06,2020,4,15,2020_15
6479,gloves,100.0,2020-04-06,2020,4,15,2020_15
6480,gloves,100.0,2020-04-06,2020,4,15,2020_15
6481,gloves,100.0,2020-04-06,2020,4,15,2020_15
6482,gloves,100.0,2020-04-06,2020,4,15,2020_15
6483,gloves,100.0,2020-04-06,2020,4,15,2020_15
6487,gloves,100.0,2020-04-06,2020,4,15,2020_15
6488,face shield,168.0,2020-04-06,2020,4,15,2020_15
6503,surgical mask,900.0,2020-04-06,2020,4,15,2020_15
6508,n95,20.0,2020-04-06,2020,4,15,2020_15
6509,alt. gowns,17.0,2020-04-06,2020,4,15,2020_15
6514,gown,30.0,2020-04-06,2020,4,15,2020_15
6515,gown,60.0,2020-04-06,2020,4,15,2020_15
6516,gown,36.0,2020-04-06,2020,4,15,2020_15
6517,gloves,100.0,2020-04-06,2020,4,15,2020_15
6518,gloves,100.0,2020-04-06,2020,4,15,2020_15
6519,gloves,100.0,2020-04-06,2020,4,15,2020_15
6520,gloves,100.0,2020-04-06,2020,4,15,2020_15
6521,gloves,100.0,2020-04-06,2020,4,15,2020_15
6525,gloves,100.0,2020-04-06,2020,4,15,2020_15
6526,face shield,168.0,2020-04-06,2020,4,15,2020_15
6540,surgical mask,900.0,2020-04-07,2020,4,15,2020_15
6544,n95,20.0,2020-04-07,2020,4,15,2020_15
6545,n95,340.0,2020-04-07,2020,4,15,2020_15
6551,gown,30.0,2020-04-07,2020,4,15,2020_15
6552,gown,60.0,2020-04-07,2020,4,15,2020_15
6553,gown,36.0,2020-04-07,2020,4,15,2020_15
6554,gloves,100.0,2020-04-07,2020,4,15,2020_15
6555,gloves,100.0,2020-04-07,2020,4,15,2020_15
6556,gloves,100.0,2020-04-07,2020,4,15,2020_15
6557,gloves,100.0,2020-04-07,2020,4,15,2020_15
6558,gloves,100.0,2020-04-07,2020,4,15,2020_15
6562,gloves,100.0,2020-04-07,2020,4,15,2020_15
6563,face shield,168.0,2020-04-07,2020,4,15,2020_15
6577,surgical mask,900.0,2020-04-07,2020,4,15,2020_15
6581,n95,20.0,2020-04-07,2020,4,15,2020_15
6582,n95,340.0,2020-04-07,2020,4,15,2020_15
6588,gown,30.0,2020-04-07,2020,4,15,2020_15
6589,gown,60.0,2020-04-07,2020,4,15,2020_15
6590,gown,36.0,2020-04-07,2020,4,15,2020_15
6591,gloves,100.0,2020-04-07,2020,4,15,2020_15
6592,gloves,100.0,2020-04-07,2020,4,15,2020_15
6593,gloves,100.0,2020-04-07,2020,4,15,2020_15
6594,gloves,100.0,2020-04-07,2020,4,15,2020_15
6595,gloves,100.0,2020-04-07,2020,4,15,2020_15
6599,gloves,100.0,2020-04-07,2020,4,15,2020_15
6600,face shield,168.0,2020-04-07,2020,4,15,2020_15
6614,surgical mask,900.0,2020-04-07,2020,4,15,2020_15
6618,n95,20.0,2020-04-07,2020,4,15,2020_15
6619,n95,340.0,2020-04-07,2020,4,15,2020_15
6625,gown,30.0,2020-04-07,2020,4,15,2020_15
6626,gown,60.0,2020-04-07,2020,4,15,2020_15
6627,gown,36.0,2020-04-07,2020,4,15,2020_15
6628,gloves,100.0,2020-04-07,2020,4,15,2020_15
6629,gloves,100.0,2020-04-07,2020,4,15,2020_15
6630,gloves,100.0,2020-04-07,2020,4,15,2020_15
6631,gloves,100.0,2020-04-07,2020,4,15,2020_15
6632,gloves,100.0,2020-04-07,2020,4,15,2020_15
6636,gloves,100.0,2020-04-07,2020,4,15,2020_15
6637,face shield,168.0,2020-04-07,2020,4,15,2020_15
6651,surgical mask,900.0,2020-04-07,2020,4,15,2020_15
6655,n95,20.0,2020-04-07,2020,4,15,2020_15
6656,n95,340.0,2020-04-07,2020,4,15,2020_15
6662,gown,30.0,2020-04-07,2020,4,15,2020_15
6663,gown,60.0,2020-04-07,2020,4,15,2020_15
6664,gown,36.0,2020-04-07,2020,4,15,2020_15
6665,gloves,100.0,2020-04-07,2020,4,15,2020_15
6666,gloves,100.0,2020-04-07,2020,4,15,2020_15
6667,gloves,100.0,2020-04-07,2020,4,15,2020_15
