,category,qty out,release date,year,week
2537,face shield,500.0,2020-10-19,2020,43
2538,face shield,30.0,2020-10-19,2020,43
2539,face shield,100.0,2020-10-19,2020,43
2540,face shield,1000.0,2020-10-19,2020,43
2541,face shield,10.0,2020-10-20,2020,43
2542,face shield,20.0,2020-10-20,2020,43
2543,face shield,200.0,2020-10-20,2020,43
2544,face shield,30.0,2020-10-22,2020,43
2545,face shield,200.0,2020-10-22,2020,43
2546,face shield,200.0,2020-10-22,2020,43
2547,face shield,100.0,2020-10-26,2020,44
2548,face shield,30.0,2020-10-27,2020,44
2549,face shield,200.0,2020-10-27,2020,44
2550,face shield,500.0,2020-10-27,2020,44
2551,face shield,200.0,2020-10-27,2020,44
2552,face shield,30.0,2020-10-27,2020,44
2554,face shield,20.0,2020-10-27,2020,44
2555,face shield,30.0,2020-10-29,2020,44
2556,face shield,30.0,2020-10-29,2020,44
2557,face shield,300.0,2020-10-30,2020,44
2558,face shield,500.0,2020-10-30,2020,44
2559,face shield,600.0,2020-10-30,2020,44
2560,face shield,600.0,2020-10-30,2020,44
2561,face shield,500.0,2020-12-21,2020,52
2562,face shield,40.0,2020-12-21,2020,52
2598,face shield,7200.0,2020-12-15,2020,51
2602,face shield,7200.0,2020-12-15,2020,51
2603,face shield,7200.0,2020-12-15,2020,51
2604,face shield,7200.0,2021-01-26,2021,4
2611,face shield,100.0,2020-11-16,2020,47
2626,face shield,500.0,2021-01-27,2021,4
2627,face shield,70.0,2021-01-27,2021,4
2645,face shield,100.0,2020-11-09,2020,46
2646,face shield,300.0,2020-11-09,2020,46
2647,face shield,20.0,2020-11-09,2020,46
2648,face shield,1000.0,2020-12-17,2020,51
2649,face shield,100.0,2020-11-16,2020,47
2650,face shield,40.0,2020-11-18,2020,47
2651,face shield,400.0,2020-11-18,2020,47
2652,face shield,400.0,2020-11-18,2020,47
2653,face shield,100.0,2020-12-03,2020,49
2654,face shield,10.0,2020-12-10,2020,50
2655,face shield,200.0,2020-12-14,2020,51
2656,face shield,20.0,2020-12-15,2020,51
2657,face shield,1000.0,2020-12-17,2020,51
2667,face shield,10.0,2020-12-28,2020,53
2668,face shield,100.0,2020-12-28,2020,53
2669,face shield,100.0,2020-12-29,2020,53
2670,face shield,200.0,2020-12-29,2020,53
2671,face shield,300.0,2020-12-29,2020,53
2672,face shield,100.0,2021-01-04,2021,1
2673,face shield,50.0,2021-01-04,2021,1
2674,face shield,150.0,2021-01-05,2021,1
2675,face shield,100.0,2021-01-05,2021,1
2696,face shield,20.0,2020-10-27,2020,44
2697,face shield,10.0,2020-11-03,2020,45
2698,face shield,1000.0,2020-11-04,2020,45
2699,face shield,2000.0,2020-11-05,2020,45
2700,face shield,100.0,2020-11-09,2020,46
2702,face shield,40.0,2020-12-07,2020,50
2703,face shield,20.0,2020-12-07,2020,50
2704,face shield,100.0,2020-11-10,2020,46
2705,face shield,100.0,2020-11-10,2020,46
2706,face shield,40.0,2020-11-10,2020,46
2707,face shield,100.0,2020-11-13,2020,46
2708,face shield,1000.0,2020-12-04,2020,49
2709,face shield,70.0,2020-12-07,2020,50
2714,gloves,500.0,2020-10-19,2020,43
2716,gloves,100.0,2020-10-14,2020,42
2719,gloves,1000.0,2020-10-08,2020,41
2721,gloves,500.0,2020-10-19,2020,43
2722,gloves,300.0,2020-10-19,2020,43
2724,gloves,1000.0,2020-10-08,2020,41
2760,sanitizer,10.0,2020-10-23,2020,43
2761,sanitizer,100.0,2020-11-05,2020,45
2762,sanitizer,200.0,2020-11-13,2020,46
2763,sanitizer,2.0,2020-12-08,2020,50
2764,sanitizer,100.0,2020-12-14,2020,51
2765,sanitizer,50.0,2021-01-08,2021,1
2771,gloves,800.0,2020-11-18,2020,47
2772,gloves,200.0,2020-12-03,2020,49
2773,gloves,1000.0,2020-12-04,2020,49
2774,gloves,3000.0,2020-12-04,2020,49
2775,gloves,100.0,2020-12-07,2020,50
2776,gloves,200.0,2020-12-07,2020,50
2777,gloves,500.0,2020-12-07,2020,50
2778,gloves,1500.0,2020-12-08,2020,50
2779,gloves,100.0,2020-12-08,2020,50
2780,gloves,200.0,2020-12-09,2020,50
2781,gloves,1500.0,2020-12-09,2020,50
2782,gloves,800.0,2020-12-14,2020,51
2783,gloves,3000.0,2020-12-14,2020,51
2784,gloves,1000.0,2020-12-14,2020,51
2785,gloves,2500.0,2020-12-15,2020,51
2786,gloves,400.0,2020-12-15,2020,51
2787,gloves,10000.0,2020-12-16,2020,51
2788,gloves,2000.0,2020-12-16,2020,51
2789,gloves,2000.0,2020-12-17,2020,51
2790,gloves,2000.0,2020-12-17,2020,51
2791,gloves,800.0,2020-12-21,2020,52
2792,gloves,900.0,2020-12-21,2020,52
2793,gloves,3000.0,2020-12-21,2020,52
2794,gloves,3000.0,2020-12-21,2020,52
2795,gloves,900.0,2020-12-22,2020,52
2796,gloves,2500.0,2020-12-22,2020,52
2797,gloves,8000.0,2020-12-22,2020,52
2798,gloves,2000.0,2020-12-22,2020,52
2799,gloves,1000.0,2020-12-22,2020,52
2800,gloves,8400.0,2020-12-22,2020,52
2801,gloves,1600.0,2020-12-22,2020,52
2802,gloves,1000.0,2020-12-22,2020,52
2803,gloves,1000.0,2020-12-22,2020,52
2804,gloves,2000.0,2020-12-22,2020,52
2805,gloves,7000.0,2020-12-22,2020,52
2806,gloves,3000.0,2020-12-22,2020,52
2807,gloves,500.0,2020-12-23,2020,52
2808,gloves,100.0,2020-12-28,2020,53
2809,gloves,1000.0,2020-12-28,2020,53
2810,gloves,2000.0,2020-12-28,2020,53
2811,gloves,400.0,2020-12-28,2020,53
2812,gloves,3000.0,2020-12-28,2020,53
2813,gloves,800.0,2020-12-28,2020,53
2814,gloves,300.0,2020-12-28,2020,53
2815,gloves,1500.0,2020-12-28,2020,53
2816,gloves,300.0,2020-12-28,2020,53
2817,gloves,100.0,2020-12-29,2020,53
2818,gloves,3000.0,2020-12-29,2020,53
2819,gloves,5000.0,2020-12-29,2020,53
2820,gloves,7000.0,2020-12-29,2020,53
2821,gloves,9000.0,2020-12-29,2020,53
2822,gloves,500.0,2020-12-31,2020,53
2823,gloves,1200.0,2020-12-31,2020,53
2824,gloves,10000.0,2021-01-04,2021,1
2825,gloves,3000.0,2021-01-05,2021,1
2826,gloves,500.0,2021-01-05,2021,1
2827,gloves,2000.0,2021-01-07,2021,1
2828,gloves,500.0,2021-01-07,2021,1
2829,gloves,1200.0,2021-01-12,2021,2
2830,gloves,1000.0,2021-01-12,2021,2
2831,gloves,10000.0,2021-01-12,2021,2
2832,gloves,3000.0,2021-01-13,2021,2
2833,gloves,7500.0,2021-01-13,2021,2
2834,gloves,1000.0,2021-01-13,2021,2
2835,gloves,5000.0,2021-01-13,2021,2
2836,gloves,5000.0,2021-01-13,2021,2
2837,gloves,7500.0,2021-01-14,2021,2
2838,gloves,500.0,2021-01-14,2021,2
2839,gloves,200.0,2021-01-14,2021,2
2840,gloves,5000.0,2021-01-14,2021,2
2841,gloves,1000.0,2021-01-14,2021,2
2842,gloves,6000.0,2021-01-18,2021,3
2843,gloves,300.0,2021-01-18,2021,3
2844,gloves,500.0,2021-01-18,2021,3
2845,gloves,5000.0,2021-01-19,2021,3
2846,gloves,10000.0,2021-01-19,2021,3
2847,gloves,3800.0,2021-01-19,2021,3
2848,gloves,1000.0,2021-01-19,2021,3
2849,gloves,10000.0,2021-01-19,2021,3
2850,gloves,3000.0,2021-01-19,2021,3
2851,gloves,300.0,2021-01-19,2021,3
2852,gloves,23000.0,2021-01-19,2021,3
2853,gloves,2000.0,2021-01-19,2021,3
2854,gloves,800.0,2021-01-19,2021,3
2855,gloves,1800.0,2021-01-19,2021,3
2856,gloves,600.0,2021-01-19,2021,3
2857,gloves,1000.0,2021-01-19,2021,3
2858,gloves,800.0,2021-01-20,2021,3
2859,gloves,1500.0,2021-01-21,2021,3
2860,gloves,5000.0,2021-01-21,2021,3
2861,gloves,6000.0,2021-01-21,2021,3
2862,gloves,5000.0,2021-01-21,2021,3
2863,gloves,5000.0,2021-01-21,2021,3
2864,gloves,300.0,2021-01-25,2021,4
2865,gloves,2000.0,2021-01-25,2021,4
2866,gloves,100.0,2021-01-25,2021,4
2867,gloves,200.0,2021-01-25,2021,4
2868,gloves,300.0,2021-01-25,2021,4
2869,gloves,8000.0,2021-01-27,2021,4
2870,gloves,300.0,2021-01-27,2021,4
2871,gloves,7000.0,2021-01-27,2021,4
2876,gloves,700.0,2020-12-14,2020,51
2877,gloves,900.0,2020-12-21,2020,52
2878,gloves,300.0,2020-12-22,2020,52
2879,gloves,2000.0,2020-12-22,2020,52
2880,gloves,1000.0,2020-12-22,2020,52
2881,gloves,2800.0,2020-12-22,2020,52
2882,gloves,200.0,2020-12-22,2020,52
2883,gloves,2000.0,2020-12-22,2020,52
2884,gloves,1000.0,2020-12-22,2020,52
2885,gloves,800.0,2020-12-28,2020,53
2886,gloves,5000.0,2021-01-12,2021,2
2887,gloves,3000.0,2021-01-13,2021,2
2888,gloves,500.0,2021-01-13,2021,2
2889,gloves,6000.0,2021-01-13,2021,2
2890,gloves,1000.0,2021-01-14,2021,2
2891,gloves,6000.0,2021-01-18,2021,3
2892,gloves,3000.0,2021-01-19,2021,3
2893,gloves,200.0,2021-01-25,2021,4
2894,gloves,300.0,2021-01-27,2021,4
2895,gloves,3000.0,2021-01-27,2021,4
2904,gloves,1000.0,2020-11-18,2020,47
2905,gloves,1000.0,2020-12-04,2020,49
2906,gloves,3000.0,2020-12-04,2020,49
2907,gloves,300.0,2020-12-07,2020,50
2908,gloves,200.0,2020-12-07,2020,50
2909,gloves,500.0,2020-12-07,2020,50
2910,gloves,300.0,2020-12-07,2020,50
2911,gloves,4000.0,2020-12-07,2020,50
2912,gloves,800.0,2020-12-07,2020,50
2913,gloves,1500.0,2020-12-08,2020,50
2914,gloves,100.0,2020-12-08,2020,50
2915,gloves,3000.0,2020-12-08,2020,50
2916,gloves,100.0,2020-12-08,2020,50
2917,gloves,1500.0,2020-12-09,2020,50
2918,gloves,200.0,2020-12-09,2020,50
2919,gloves,1500.0,2020-12-09,2020,50
2920,gloves,5000.0,2020-12-10,2020,50
2921,gloves,100.0,2020-12-10,2020,50
2922,gloves,3000.0,2020-12-14,2020,51
2923,gloves,1000.0,2020-12-14,2020,51
2924,gloves,2000.0,2020-12-15,2020,51
2925,gloves,2500.0,2020-12-15,2020,51
2926,gloves,400.0,2020-12-15,2020,51
2927,gloves,10000.0,2020-12-16,2020,51
2928,gloves,1200.0,2020-12-16,2020,51
2929,gloves,3000.0,2020-12-17,2020,51
2930,gloves,800.0,2020-12-21,2020,52
2931,gloves,2000.0,2020-12-21,2020,52
2932,gloves,3000.0,2020-12-21,2020,52
2933,gloves,1500.0,2020-12-21,2020,52
2934,gloves,900.0,2020-12-22,2020,52
2935,gloves,2500.0,2020-12-22,2020,52
2936,gloves,2000.0,2020-12-22,2020,52
2937,gloves,400.0,2020-12-22,2020,52
2938,gloves,1000.0,2020-12-22,2020,52
2939,gloves,1000.0,2020-12-22,2020,52
2940,gloves,2800.0,2020-12-22,2020,52
2941,gloves,1000.0,2020-12-22,2020,52
2942,gloves,400.0,2020-12-22,2020,52
2943,gloves,10000.0,2020-12-22,2020,52
2944,gloves,2000.0,2020-12-22,2020,52
2945,gloves,1000.0,2020-12-22,2020,52
2946,gloves,7000.0,2020-12-22,2020,52
2947,gloves,3000.0,2020-12-22,2020,52
2948,gloves,500.0,2020-12-23,2020,52
2949,gloves,100.0,2020-12-28,2020,53
2950,gloves,1000.0,2020-12-28,2020,53
2951,gloves,400.0,2020-12-28,2020,53
2952,gloves,800.0,2020-12-28,2020,53
2953,gloves,1500.0,2020-12-28,2020,53
2954,gloves,700.0,2020-12-28,2020,53
2955,gloves,100.0,2020-12-29,2020,53
2956,gloves,5000.0,2020-12-29,2020,53
2957,gloves,7000.0,2020-12-29,2020,53
2958,gloves,9000.0,2020-12-29,2020,53
2959,gloves,1000.0,2021-01-04,2021,1
2960,gloves,10000.0,2021-01-04,2021,1
2961,gloves,400.0,2021-01-04,2021,1
2962,gloves,200.0,2021-01-05,2021,1
2963,gloves,100.0,2021-01-05,2021,1
2964,gloves,1000.0,2021-01-05,2021,1
2965,gloves,500.0,2021-01-05,2021,1
2966,gloves,1300.0,2021-01-06,2021,1
2967,gloves,2000.0,2021-01-08,2021,1
2968,gloves,300.0,2021-01-12,2021,2
2969,gloves,1200.0,2021-01-12,2021,2
2970,gloves,1000.0,2021-01-12,2021,2
2971,gloves,10000.0,2021-01-12,2021,2
2972,gloves,5000.0,2021-01-12,2021,2
2973,gloves,7500.0,2021-01-13,2021,2
2974,gloves,1500.0,2021-01-13,2021,2
2975,gloves,7000.0,2021-01-13,2021,2
2976,gloves,5000.0,2021-01-13,2021,2
2977,gloves,3000.0,2021-01-13,2021,2
2978,gloves,7500.0,2021-01-14,2021,2
2979,gloves,1200.0,2021-01-14,2021,2
2980,gloves,500.0,2021-01-14,2021,2
2981,gloves,200.0,2021-01-14,2021,2
2982,gloves,2000.0,2021-01-14,2021,2
2983,gloves,6000.0,2021-01-18,2021,3
2984,gloves,300.0,2021-01-18,2021,3
2985,gloves,1500.0,2021-01-18,2021,3
2986,gloves,5000.0,2021-01-19,2021,3
2987,gloves,10000.0,2021-01-19,2021,3
2988,gloves,4000.0,2021-01-19,2021,3
2989,gloves,3800.0,2021-01-19,2021,3
2990,gloves,2000.0,2021-01-19,2021,3
2991,gloves,10000.0,2021-01-19,2021,3
2992,gloves,4000.0,2021-01-19,2021,3
2993,gloves,300.0,2021-01-19,2021,3
2994,gloves,23000.0,2021-01-19,2021,3
2995,gloves,2000.0,2021-01-19,2021,3
2996,gloves,800.0,2021-01-19,2021,3
2997,gloves,1800.0,2021-01-19,2021,3
2998,gloves,600.0,2021-01-19,2021,3
2999,gloves,1000.0,2021-01-19,2021,3
3000,gloves,800.0,2021-01-20,2021,3
3001,gloves,5000.0,2021-01-21,2021,3
3002,gloves,6000.0,2021-01-21,2021,3
3003,gloves,5000.0,2021-01-21,2021,3
3004,gloves,4600.0,2021-01-21,2021,3
3005,gloves,800.0,2021-01-25,2021,4
3006,gloves,2000.0,2021-01-25,2021,4
3007,gloves,100.0,2021-01-25,2021,4
3008,gloves,600.0,2021-01-25,2021,4
3009,gloves,1000.0,2021-01-25,2021,4
3010,gloves,300.0,2021-01-27,2021,4
3011,gloves,10000.0,2021-01-27,2021,4
3012,gloves,300.0,2021-01-27,2021,4
3013,gloves,7000.0,2021-01-27,2021,4
3016,gloves,1000.0,2020-12-09,2020,50
3027,wipes,2.0,2020-12-15,2020,51
3032,gloves,55000.0,2021-01-26,2021,4
3038,gown,150.0,2020-12-29,2020,53
3039,gown,300.0,2020-12-29,2020,53
3040,gown,500.0,2020-12-29,2020,53
3041,gown,30.0,2021-01-18,2021,3
3065,gown,1000.0,2021-01-21,2021,3
3085,gloves,98000.0,2021-01-26,2021,4
3086,gloves,100000.0,2021-01-26,2021,4
3089,gloves,98000.0,2021-01-26,2021,4
3168,mask,9936.0,2021-01-27,2021,4
3170,mask,72.0,2021-01-27,2021,4
29,n95,360.0,2020-03-06,2020,10
30,n95,70.0,2020-03-06,2020,10
66,n95,120.0,2020-03-06,2020,10
74,surgical mask,150.0,2020-03-11,2020,11
103,n95,260.0,2020-03-11,2020,11
104,gown,50.0,2020-03-11,2020,11
111,surgical mask,200.0,2020-03-12,2020,11
140,n95,120.0,2020-03-12,2020,11
141,gown,40.0,2020-03-12,2020,11
177,n95,20.0,2020-03-12,2020,11
216,thermometer,36.0,2020-03-13,2020,11
217,thermometer,300.0,2020-03-13,2020,11
218,thermometer,14.0,2020-03-13,2020,11
222,surgical mask,100.0,2020-03-16,2020,12
251,n95,300.0,2020-03-16,2020,12
252,gown,10.0,2020-03-16,2020,12
259,surgical mask,100.0,2020-03-16,2020,12
288,n95,240.0,2020-03-16,2020,12
325,n95,120.0,2020-03-16,2020,12
326,gown,10.0,2020-03-16,2020,12
362,n95,120.0,2020-03-16,2020,12
370,surgical mask,300.0,2020-03-16,2020,12
436,n95,340.0,2020-03-17,2020,12
444,surgical mask,50.0,2020-03-17,2020,12
473,n95,80.0,2020-03-17,2020,12
481,surgical mask,50.0,2020-03-17,2020,12
510,n95,80.0,2020-03-17,2020,12
519,surgical mask,50.0,2020-03-17,2020,12
548,n95,80.0,2020-03-17,2020,12
556,surgical mask,50.0,2020-03-17,2020,12
585,n95,40.0,2020-03-17,2020,12
593,surgical mask,50.0,2020-03-18,2020,12
622,n95,80.0,2020-03-18,2020,12
659,n95,240.0,2020-03-19,2020,12
698,stat paq,2.0,2020-03-20,2020,12
721,gloves,500.0,2020-03-20,2020,12
722,gloves,500.0,2020-03-20,2020,12
723,gloves,500.0,2020-03-20,2020,12
735,n95,20.0,2020-03-20,2020,12
736,stat paq,2.0,2020-03-20,2020,12
772,n95,100.0,2020-03-20,2020,12
773,stat paq,10.0,2020-03-20,2020,12
795,gloves,500.0,2020-03-20,2020,12
796,gloves,500.0,2020-03-20,2020,12
797,gloves,500.0,2020-03-20,2020,12
809,n95,160.0,2020-03-20,2020,12
810,stat paq,20.0,2020-03-20,2020,12
832,gloves,500.0,2020-03-20,2020,12
833,gloves,500.0,2020-03-20,2020,12
834,gloves,500.0,2020-03-20,2020,12
846,n95,20.0,2020-03-20,2020,12
847,stat paq,5.0,2020-03-20,2020,12
869,gloves,500.0,2020-03-20,2020,12
870,gloves,500.0,2020-03-20,2020,12
871,gloves,1000.0,2020-03-20,2020,12
883,n95,140.0,2020-03-20,2020,12
884,stat paq,25.0,2020-03-20,2020,12
906,gloves,500.0,2020-03-20,2020,12
907,gloves,500.0,2020-03-20,2020,12
908,gloves,500.0,2020-03-20,2020,12
920,n95,40.0,2020-03-20,2020,12
921,stat paq,5.0,2020-03-20,2020,12
955,n95,1000.0,2020-03-20,2020,12
980,gloves,500.0,2020-03-20,2020,12
981,gloves,500.0,2020-03-20,2020,12
982,gloves,500.0,2020-03-20,2020,12
994,n95,80.0,2020-03-20,2020,12
995,stat paq,10.0,2020-03-20,2020,12
1031,n95,100.0,2020-03-20,2020,12
1032,stat paq,15.0,2020-03-20,2020,12
1068,n95,20.0,2020-03-20,2020,12
1069,stat paq,3.0,2020-03-20,2020,12
1091,gloves,500.0,2020-03-20,2020,12
1092,gloves,500.0,2020-03-20,2020,12
1093,gloves,500.0,2020-03-20,2020,12
1128,gloves,500.0,2020-03-20,2020,12
1129,gloves,500.0,2020-03-20,2020,12
1130,gloves,500.0,2020-03-20,2020,12
1142,n95,60.0,2020-03-20,2020,12
1143,stat paq,12.0,2020-03-20,2020,12
1179,n95,60.0,2020-03-20,2020,12
1180,stat paq,12.0,2020-03-20,2020,12
1202,gloves,500.0,2020-03-20,2020,12
1203,gloves,500.0,2020-03-20,2020,12
1204,gloves,500.0,2020-03-20,2020,12
1216,n95,100.0,2020-03-20,2020,12
1217,stat paq,15.0,2020-03-20,2020,12
1253,stat paq,2.0,2020-03-20,2020,12
1289,n95,480.0,2020-03-20,2020,12
1300,n95,1080.0,2020-03-30,2020,14
1371,surgical mask,1000.0,2020-04-02,2020,14
1376,n95,700.0,2020-04-02,2020,14
1383,gown,510.0,2020-04-02,2020,14
1384,gown,504.0,2020-04-02,2020,14
1385,gloves,200.0,2020-04-02,2020,14
1386,gloves,100.0,2020-04-02,2020,14
1387,gloves,100.0,2020-04-02,2020,14
1389,gloves,100.0,2020-04-02,2020,14
1390,gloves,100.0,2020-04-02,2020,14
1392,gloves,200.0,2020-04-02,2020,14
1393,gloves,200.0,2020-04-02,2020,14
1394,face shield,1008.0,2020-04-02,2020,14
1402,n95,300.0,2020-04-02,2020,14
1408,surgical mask,2650.0,2020-04-02,2020,14
1413,n95,1800.0,2020-04-02,2020,14
1419,gown,90.0,2020-04-02,2020,14
1420,gown,60.0,2020-04-02,2020,14
1421,gown,72.0,2020-04-02,2020,14
1422,gloves,100.0,2020-04-02,2020,14
1423,gloves,100.0,2020-04-02,2020,14
1424,gloves,100.0,2020-04-02,2020,14
1426,gloves,100.0,2020-04-02,2020,14
1427,gloves,200.0,2020-04-02,2020,14
1429,gloves,100.0,2020-04-02,2020,14
1430,gloves,200.0,2020-04-02,2020,14
1431,face shield,840.0,2020-04-02,2020,14
1445,surgical mask,5250.0,2020-04-02,2020,14
1446,n95,540.0,2020-04-02,2020,14
1456,gown,60.0,2020-04-02,2020,14
1457,gown,90.0,2020-04-02,2020,14
1458,gown,72.0,2020-04-02,2020,14
1459,gloves,100.0,2020-04-02,2020,14
1460,gloves,200.0,2020-04-02,2020,14
1461,gloves,200.0,2020-04-02,2020,14
1463,gloves,100.0,2020-04-02,2020,14
1464,gloves,100.0,2020-04-02,2020,14
1466,gloves,100.0,2020-04-02,2020,14
1467,gloves,100.0,2020-04-02,2020,14
1468,face shield,264.0,2020-04-02,2020,14
1513,thermometer,10.0,2020-04-02,2020,14
1514,thermometer,300.0,2020-04-02,2020,14
1515,thermometer,12.0,2020-04-02,2020,14
1519,surgical mask,16050.0,2020-04-02,2020,14
1520,n95,1260.0,2020-04-02,2020,14
1524,n95,5740.0,2020-04-02,2020,14
1530,gown,1020.0,2020-04-02,2020,14
1531,gown,1020.0,2020-04-02,2020,14
1532,gown,612.0,2020-04-02,2020,14
1533,gloves,3300.0,2020-04-02,2020,14
1534,gloves,4300.0,2020-04-02,2020,14
1535,gloves,2300.0,2020-04-02,2020,14
1536,gloves,1800.0,2020-04-02,2020,14
1537,gloves,2800.0,2020-04-02,2020,14
1538,gloves,3300.0,2020-04-02,2020,14
1540,gloves,500.0,2020-04-02,2020,14
1541,gloves,1500.0,2020-04-02,2020,14
1542,face shield,1608.0,2020-04-02,2020,14
1556,surgical mask,1000.0,2020-04-02,2020,14
1560,n95,420.0,2020-04-02,2020,14
1561,n95,580.0,2020-04-02,2020,14
1568,gown,510.0,2020-04-02,2020,14
1569,gown,504.0,2020-04-02,2020,14
1570,gloves,200.0,2020-04-02,2020,14
1571,gloves,200.0,2020-04-02,2020,14
1572,gloves,200.0,2020-04-02,2020,14
1574,gloves,200.0,2020-04-02,2020,14
1575,gloves,100.0,2020-04-02,2020,14
1577,gloves,100.0,2020-04-02,2020,14
1578,gloves,100.0,2020-04-02,2020,14
1579,face shield,1008.0,2020-04-02,2020,14
1619,sanitizer,4.0,2020-05-04,2020,19
1635,n95,40.0,2020-05-11,2020,20
1641,gown,30.0,2020-05-11,2020,20
1643,gown,18.0,2020-05-11,2020,20
1644,gloves,500.0,2020-05-11,2020,20
1645,gloves,500.0,2020-05-11,2020,20
1646,gloves,500.0,2020-05-11,2020,20
1647,gloves,100.0,2020-05-11,2020,20
1648,gloves,100.0,2020-05-11,2020,20
1649,gloves,100.0,2020-05-11,2020,20
1651,gloves,100.0,2020-05-11,2020,20
1652,gloves,100.0,2020-05-11,2020,20
1653,face shield,48.0,2020-05-11,2020,20
1657,alt. gowns,57.0,2020-05-11,2020,20
1667,surgical mask,1000.0,2020-05-06,2020,19
1668,n95,30.0,2020-05-06,2020,19
1669,n95,20.0,2020-05-06,2020,19
1681,gloves,300.0,2020-05-06,2020,19
1682,gloves,300.0,2020-05-06,2020,19
1683,gloves,300.0,2020-05-06,2020,19
1686,gloves,100.0,2020-05-06,2020,19
1690,face shield,504.0,2020-05-06,2020,19
1696,gown,50.0,2020-05-06,2020,19
1715,gown,60.0,2020-05-06,2020,19
1717,gown,18.0,2020-05-06,2020,19
1727,face shield,48.0,2020-05-06,2020,19
1742,n95,150.0,2020-05-11,2020,20
1755,gloves,100.0,2020-05-11,2020,20
1756,gloves,300.0,2020-05-11,2020,20
1759,gloves,200.0,2020-05-11,2020,20
1760,gloves,200.0,2020-05-11,2020,20
1764,face shield,48.0,2020-05-11,2020,20
1770,gown,90.0,2020-05-11,2020,20
1771,gown,10.0,2020-05-11,2020,20
1778,surgical mask,300.0,2020-05-11,2020,20
1779,n95,60.0,2020-05-11,2020,20
1783,n95,40.0,2020-05-11,2020,20
1791,gown,18.0,2020-05-11,2020,20
1792,gloves,200.0,2020-05-11,2020,20
1793,gloves,200.0,2020-05-11,2020,20
1794,gloves,100.0,2020-05-11,2020,20
1797,gloves,200.0,2020-05-11,2020,20
1801,face shield,24.0,2020-05-11,2020,20
1815,surgical mask,100.0,2020-05-08,2020,19
1816,n95,60.0,2020-05-08,2020,19
1818,n95,20.0,2020-05-08,2020,19
1829,gloves,100.0,2020-05-08,2020,19
1830,gloves,100.0,2020-05-08,2020,19
1831,gloves,100.0,2020-05-08,2020,19
1838,face shield,24.0,2020-05-08,2020,19
1852,surgical mask,50.0,2020-05-08,2020,19
1854,n95,20.0,2020-05-08,2020,19
1866,gloves,100.0,2020-05-08,2020,19
1867,gloves,200.0,2020-05-08,2020,19
1868,gloves,100.0,2020-05-08,2020,19
1875,face shield,48.0,2020-05-08,2020,19
1889,surgical mask,200.0,2020-05-08,2020,19
1890,n95,60.0,2020-05-08,2020,19
1891,n95,40.0,2020-05-08,2020,19
1903,gloves,100.0,2020-05-08,2020,19
1904,gloves,200.0,2020-05-08,2020,19
1905,gloves,100.0,2020-05-08,2020,19
1912,face shield,96.0,2020-05-08,2020,19
1918,gown,50.0,2020-05-08,2020,19
1926,surgical mask,200.0,2020-05-11,2020,20
1927,n95,210.0,2020-05-11,2020,20
1937,gown,30.0,2020-05-11,2020,20
1939,gown,18.0,2020-05-11,2020,20
1940,gloves,200.0,2020-05-11,2020,20
1941,gloves,200.0,2020-05-11,2020,20
1942,gloves,200.0,2020-05-11,2020,20
1943,gloves,200.0,2020-05-11,2020,20
1948,gloves,200.0,2020-05-11,2020,20
1949,face shield,72.0,2020-05-11,2020,20
1963,surgical mask,200.0,2020-05-08,2020,19
1964,n95,30.0,2020-05-08,2020,19
1965,n95,20.0,2020-05-08,2020,19
1972,alt. gowns,10.0,2020-05-08,2020,19
1977,gloves,400.0,2020-05-08,2020,19
1978,gloves,100.0,2020-05-08,2020,19
1986,face shield,24.0,2020-05-08,2020,19
2014,gloves,400.0,2020-05-08,2020,19
2015,gloves,1000.0,2020-05-08,2020,19
2016,gloves,1000.0,2020-05-08,2020,19
2019,gloves,300.0,2020-05-08,2020,19
2022,gloves,300.0,2020-05-08,2020,19
2029,gloves,100.0,2020-05-08,2020,19
2030,gloves,900.0,2020-05-08,2020,19
2031,gown,50.0,2020-05-08,2020,19
2037,surgical mask,200.0,2020-05-08,2020,19
2038,n95,120.0,2020-05-08,2020,19
2039,n95,80.0,2020-05-08,2020,19
2051,gloves,100.0,2020-05-08,2020,19
2052,gloves,100.0,2020-05-08,2020,19
2053,gloves,100.0,2020-05-08,2020,19
2060,face shield,192.0,2020-05-08,2020,19
2066,gown,50.0,2020-05-08,2020,19
2074,surgical mask,300.0,2020-05-08,2020,19
2082,alt. gowns,29.0,2020-05-08,2020,19
2083,alt. gowns,25.0,2020-05-08,2020,19
2088,gloves,200.0,2020-05-08,2020,19
2089,gloves,200.0,2020-05-08,2020,19
2090,gloves,200.0,2020-05-08,2020,19
2097,face shield,24.0,2020-05-08,2020,19
2112,n95,180.0,2020-05-08,2020,19
2113,n95,200.0,2020-05-08,2020,19
2134,face shield,408.0,2020-05-08,2020,19
2140,gown,30.0,2020-05-08,2020,19
2177,reusable masks,10000.0,2020-05-11,2020,20
2185,surgical mask,5000.0,2020-05-05,2020,19
2211,sanitizer,20.0,2020-05-05,2020,19
2214,sanitizer,60.0,2020-05-05,2020,19
2222,surgical mask,50.0,2020-05-11,2020,20
2223,n95,30.0,2020-05-11,2020,20
2240,gloves,100.0,2020-05-11,2020,20
2245,face shield,10.0,2020-05-11,2020,20
2251,gown,10.0,2020-05-11,2020,20
2259,surgical mask,2000.0,2020-05-08,2020,19
